pl_name,rastr,decstr,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,st_mass,st_masserr1,st_masserr2,st_masslim,sy_dist,sy_disterr1,sy_disterr2,sy_distlim,ml_dists,ml_distserr1,ml_distserr2,ml_distslim,ml_tsepmin,ml_tsepminerr1,ml_tsepminerr2,ml_tsepminlim,ml_sepminnorm,ml_sepminnormerr1,ml_sepminnormerr2,ml_sepminnormlim,ml_xtimeein,ml_xtimeeinerr1,ml_xtimeeinerr2,ml_xtimeeinlim,ml_radsnorm,ml_radsnormerr1,ml_radsnormerr2,ml_radsnormlim,ml_sepinsnorp,ml_sepinsnorperr1,ml_sepinsnorperr2,ml_sepinsnorplim,ml_massratio,ml_massratioerr1,ml_massratioerr2,ml_massratiolim,ml_angstlax,ml_angstlaxerr1,ml_angstlaxerr2,ml_angstlaxlim,ml_magis,ml_magiserr1,ml_magiserr2,ml_magislim,ml_magibl,ml_magiblerr1,ml_magiblerr2,ml_magibllim,ml_radeinang,ml_radeinangerr1,ml_radeinangerr2,ml_radeinanglim,ml_pmrells,ml_pmrellserr1,ml_pmrellserr2,ml_pmrellslim,ml_modeldef
OGLE-2017-BLG-0604L b,17h51m34.00s,-30d56m47.6s,160.0,67.0,-67.0,0,0.51,0.21,-0.21,0,4.06,1.9100000000000001,-1.34,0,0.7000000000000001,0.28,-0.28,0.0,3950.0,1870.0,-1310.0,0.0,,,,,2457858.52,0.217,-0.217,0.0,0.312,0.007,-0.007,0.0,55.21,1.13,-1.13,0.0,0.6,0.09,-0.09,0.0,1.201,0.004,-0.004,0.0,7.0,0.4,-0.4,0.0,4.064,0.015000000000000001,-0.015000000000000001,0.0,21.58,0.030000000000000002,-0.030000000000000002,0.0,,,,,0.98,0.25,-0.25,0.0,6.48,1.65,-1.65,0.0,1
KMT-2016-BLG-1397L b,18h10m39.51s,-24d51m27.86s,2200.0,1700.0,-1400.0,0,7.0,5.2,-4.3,0,5.1,1.5,-1.7000000000000002,0,0.45,0.33,-0.28,0.0,6600.0,1100.0,-1300.0,0.0,,,,,2457506.5,0.1,-0.1,0.0,0.09,0.003,-0.003,0.0,41.0,0.5,-0.5,0.0,46.0,,,1.0,1.6800000000000002,0.060000000000000005,-0.060000000000000005,0.0,160.0,20.0,-20.0,0.0,5.8100000000000005,0.01,-0.01,0.0,,,,,17.47,,,-1.0,0.033,,,-1.0,,,,,1
KMT-2018-BLG-1990L b,17h53m44.49s,-22d09m09.14s,126.0,92.0,-36.0,0,0.398,0.291,-0.112,0,0.751,0.28300000000000003,-0.137,0,0.083,0.039,-0.02,0.0,789.0,316.0,-169.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.36,0.05,-0.05,0.0,,,,,,,,,,,,,0
OGLE-2015-BLG-0966L b,17h55m01.02s,-29d02m49.6s,21.0,2.0,-2.0,0,0.066,0.006,-0.006,0,2.1,,,0,0.38,0.04,-0.04,0.0,2500.0,,,0.0,4500.0,,,0.0,2457205.1936,0.0012000000000000001,-0.0012000000000000001,0.0,-0.01162,0.0001,-0.0001,0.0,57.5,0.4,-0.4,0.0,1.412,0.015000000000000001,-0.015000000000000001,0.0,0.9088,0.0027,-0.0027,0.0,1.71,0.060000000000000005,-0.060000000000000005,0.0,-0.878,0.002,-0.002,0.0,,,,,,,,,0.76,0.07,-0.07,0.0,4.8,0.5,-0.5,0.0,0
MOA-2013-BLG-605L b,17h58m42.85s,-29d23m53.66s,8.28,1.35,-0.67,0,0.0261,0.0043,-0.0021,0,2.22,0.29,-0.12000000000000001,0,0.073,0.014,-0.006,0.0,1920.0,280.0,-120.0,0.0,,,,,2456573.051,0.008,-0.008,0.0,-0.07905,0.0015300000000000001,-0.0015300000000000001,0.0,19.93,0.24000000000000002,-0.24000000000000002,0.0,3.85,0.13,-0.13,0.0,2.382,0.021,-0.021,0.0,3.4,0.158,-0.158,0.0,3.1516,0.0059,-0.0059,0.0,18.12,0.019,-0.019,0.0,18.574,0.029,-0.029,0.0,0.486,0.035,-0.035,0.0,8.68,0.65,-0.65,0.0,0
OGLE-2017-BLG-0173L b,17h51m52.95s,-29d16m16.9s,7.5809999999999995,10.045,-4.911,0,0.02385,0.03161,-0.01545,0,3.688,1.456,-1.54,0,0.357,0.36,-0.20800000000000002,0.0,5015.0,1463.0,-1848.0,0.0,,,,,2457838.031,0.059000000000000004,-0.059000000000000004,0.0,0.844,0.035,-0.035,0.0,30.818,0.898,-0.898,0.0,10.969,0.46900000000000003,-0.46900000000000003,0.0,1.532,0.025,-0.025,0.0,0.6386000000000001,0.10010000000000001,-0.10010000000000001,0.0,1.334,0.004,-0.004,0.0,,,,,,,,,0.48000000000000004,0.030000000000000002,-0.030000000000000002,0.0,5.7,0.3,-0.3,0.0,0
OGLE-2014-BLG-0676L b,17h52m24.50s,-30d32m54.20s,,,,0,,,,0,,,,0,,,,,,,,,,,,,2456777.306,0.051000000000000004,-0.051000000000000004,0.0,0.0043,0.0005,-0.0005,0.0,107.3,11.4,-11.4,0.0,0.269,0.031,-0.031,0.0,0.76,0.014,-0.014,0.0,48.5,3.1,-3.1,0.0,2.27,0.045,-0.045,0.0,23.512,0.11,-0.11,0.0,,,,,1.38,0.43,-0.43,0.0,,,,,0
OGLE-2017-BLG-0482L b,17h56m11.73s,-30d31m42.1s,9.0,9.0,-4.5,0,0.028,0.028,-0.014,0,1.8,0.6,-0.7000000000000001,0,0.2,0.2,-0.1,0.0,5800.0,1800.0,-2100.0,0.0,8100.0,1600.0,-1800.0,0.0,2457873.952,0.013000000000000001,-0.013000000000000001,0.0,-0.058,0.002,-0.002,0.0,40.39,1.21,-1.21,0.0,6.0,,,1.0,1.07,0.01,-0.01,0.0,1.4100000000000001,0.3,-0.3,0.0,-0.365,0.026000000000000002,-0.026000000000000002,0.0,,,,,,,,,0.093,,,-1.0,0.86,,,-1.0,0
MOA-2011-BLG-262L b,18h00m23.48s,-31d14m42.93s,0.47000000000000003,,,0,0.0015,,,0,0.13,,,0,0.0031,,,0.0,560.0,,,0.0,,,,,2455739.1312,0.00030000000000000003,-0.00030000000000000003,0.0,0.01465,0.00057,-0.00057,0.0,3.827,0.013000000000000001,-0.013000000000000001,0.0,,,,,0.9578,0.0011,-0.0011,0.0,4.66,0.24000000000000002,-0.24000000000000002,0.0,1.8096,0.0059,-0.0059,0.0,19.929,0.041,-0.041,0.0,,,,,0.20500000000000002,0.015000000000000001,-0.015000000000000001,0.0,19.6,1.6,-1.6,0.0,0
OGLE-2007-BLG-349L AB c,18h05m24.43s,-26d25m19.0s,80.0,13.0,-13.0,0,0.3,0.0,0.0,0,2.59,0.43,-0.34,0,0.41000000000000003,0.07,-0.07,0.0,2760.0,380.0,-380.0,0.0,,,,,2454348.747,0.0014,-0.0014,0.0,-0.00198,7.000000000000001e-05,-7.000000000000001e-05,0.0,118.0,4.0,-4.0,0.0,,,,,0.8146,0.0015,-0.0015,0.0,3.39,0.12000000000000001,-0.12000000000000001,0.0,4.359,0.003,-0.003,0.0,20.369,0.037,-0.037,0.0,,,,,1.15,0.05,-0.05,0.0,3.55,0.15,-0.15,0.0,1
OGLE-2018-BLG-0740L b,18h08m42.47s,-29d50m08.9s,1500.0,200.0,-200.0,0,4.8,0.6,-0.6,0,5.0,0.3,-0.3,0,1.0,0.1,-0.1,0.0,3200.0,500.0,-500.0,0.0,8000.0,,,0.0,2458254.223,0.033,-0.033,0.0,0.033,0.003,-0.003,0.0,70.12,5.16,-5.16,0.0,0.5,,,1.0,1.26,0.01,-0.01,0.0,45.4,5.1,-5.1,0.0,2.512,0.01,-0.01,0.0,21.54,0.01,-0.01,0.0,17.13,,,0.0,1.24,0.15,-0.15,0.0,6.5,0.8,-0.8,0.0,1
OGLE-2017-BLG-0406L b,17h55m59.92s,-29d51m47.3s,,,,0,,,,0,,,,0,,,,,,,,,,,,,2457908.813,0.001,-0.001,0.0,-0.009281000000000001,0.00028000000000000003,-0.00028000000000000003,0.0,37.133,0.085,-0.085,0.0,5.843,0.025,-0.025,0.0,1.1280000000000001,0.001,-0.001,0.0,6.97,0.09,-0.09,0.0,-0.993,0.001,-0.001,0.0,,,,,,,,,,,,,,,,,0
OGLE-2015-BLG-1771L b,17h55m11.76s,-28d51m45.90s,127.0,198.0,-72.0,0,0.401,0.624,-0.226,0,0.78,0.15,-0.15,0,0.08600000000000001,0.133,-0.047,0.0,6860.0,1040.0,-1140.0,0.0,,,,,2457235.62,0.01,-0.01,0.0,0.114,0.006,-0.006,0.0,4.53,0.18,-0.18,0.0,3.64,0.34,-0.34,0.0,0.998,0.008,-0.008,0.0,44.7,5.1,-5.1,0.0,3.882,0.007,-0.007,0.0,21.86,0.060000000000000005,-0.060000000000000005,0.0,20.99,0.030000000000000002,-0.030000000000000002,0.0,0.114,0.021,-0.02,0.0,9.2,1.7000000000000002,-1.6,0.0,0
MOA-bin-29 b,17h57m30.23s,-29d44m11.63s,200.0,359.0,-120.0,0,0.63,1.13,-0.39,0,0.53,0.89,-0.18,0,0.060000000000000005,0.11,-0.04,0.0,6890.0,1190.0,-1190.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
OGLE-2005-BLG-071L b,17h50m09.77s,-34d40m23.5s,1200.0,100.0,-100.0,0,3.8,0.3,-0.4,0,3.6,0.2,-0.2,0,0.46,0.04,-0.04,0.0,3200.0,400.0,-400.0,0.0,8600.0,,,0.0,2453480.7012,0.0052,-0.006,0.0,-0.0287,0.0007,-0.0007,0.0,69.2,1.7000000000000002,-1.8,0.0,0.6,0.05,-0.030000000000000002,0.0,1.305,0.002,-0.005,0.0,77.0,2.0,-2.0,0.0,1.506,0.002,-0.003,0.0,19.49,0.02,-0.02,0.0,21.4,0.19,-0.19,0.0,0.85,0.05,-0.05,0.0,,,,,1
MOA-2016-BLG-319L b,17h54m58.13s,-29d45m01.67s,200.0,369.0,-100.0,0,0.62,1.16,-0.33,0,0.9500000000000001,0.17,-0.2,0,0.15,0.28,-0.08,0.0,6800.0,1200.0,-1400.0,0.0,,,,,2457552.737,0.013000000000000001,-0.013000000000000001,0.0,0.267,0.012,-0.012,0.0,8.6,0.26,-0.26,0.0,10.0,,,1.0,0.8170000000000001,0.004,-0.004,0.0,39.3,1.1,-1.1,0.0,4.646,0.006,-0.006,0.0,19.01,0.01,-0.01,0.0,,,,,0.107,,,0.0,,,,,1
OGLE-2005-BLG-169L b,18h06m05.32s,-30d43m57.5s,14.1,0.9,-0.9,0,0.0444,0.003,-0.003,0,3.5,0.3,-0.3,0,0.6900000000000001,0.02,-0.02,0.0,4100.0,400.0,-400.0,0.0,,,,,2453491.8784,0.0001,-0.0001,0.0,0.00125,4e-06,-4e-06,0.0,42.5,1.4,-1.4,0.0,,,,,1.001,0.018000000000000002,-0.018000000000000002,0.0,0.615,0.3,-0.3,0.0,1.6,0.030000000000000002,-0.030000000000000002,0.0,20.58,0.04,-0.04,0.0,,,,,0.848,0.027,-0.027,0.0,7.29,0.15,-0.15,0.0,1
MOA-2013-BLG-605L b,17h58m42.85s,-29d23m53.66s,7.47,0.87,-0.77,0,0.0235,0.0027,-0.0024000000000000002,0,2.01,0.15,-0.14,0,0.063,0.006,-0.006,0.0,1760.0,190.0,-150.0,0.0,,,,,2456573.05,0.009000000000000001,-0.009000000000000001,0.0,-0.0789,0.00072,-0.00072,0.0,19.96,0.1,-0.1,0.0,3.92,0.11,-0.11,0.0,2.394,0.011000000000000001,-0.011000000000000001,0.0,3.557,0.131,-0.131,0.0,3.1381,0.0027,-0.0027,0.0,18.122,0.007,-0.007,0.0,18.571,0.011000000000000001,-0.011000000000000001,0.0,0.47700000000000004,0.033,-0.033,0.0,8.51,0.61,-0.61,0.0,0
OGLE-2013-BLG-0341L B b,17h52m07.49s,-29d50m46.0s,,,,0,,,,0,,,,0,,,,,,,,,,,,,2456402.28,0.049,-0.049,0.0,0.0347,0.0005,-0.0005,0.0,31.4,0.23,-0.23,0.0,3.1779,0.0274,-0.0274,0.0,0.9490000000000001,0.002,-0.002,0.0,1.806,0.157,-0.157,0.0,-0.0026,0.0028,-0.0028,0.0,18.5881,0.0088,-0.0088,0.0,,,,,,,,,,,,,0
KMT-2018-BLG-1292L b,17h33m42.62s,-33d31m14.41s,1400.0,290.0,-210.0,0,4.42,0.9,-0.67,0,6.03,0.71,-0.62,0,1.09,0.22,-0.17,0.0,3460.0,510.0,-430.0,0.0,9000.0,,,0.0,2458407.88,0.14,-0.14,0.0,-0.28200000000000003,0.009000000000000001,-0.009000000000000001,0.0,59.22,1.55,-1.55,0.0,6.473,0.978,-0.978,0.0,1.355,0.01,-0.01,0.0,32.66,2.66,-2.66,0.0,-2.6029999999999998,0.017,-0.017,0.0,,,,,,,,,1.27,0.05,-0.08,0.0,10.8,1.9,-1.9,0.0,1
KMT-2018-BLG-1990L b,17h53m44.49s,-22d09m09.14s,180.0,100.0,-51.0,0,0.5650000000000001,0.316,-0.161,0,0.883,0.379,-0.20700000000000002,0,0.095,0.053,-0.027,0.0,937.0,457.0,-243.0,0.0,,,,,2458230.327,0.024,-0.024,0.0,-0.039,0.002,-0.002,0.0,46.228,1.87,-1.87,0.0,1.336,0.16,-0.16,0.0,1.118,0.009000000000000001,-0.009000000000000001,0.0,56.95,3.35,-3.35,0.0,3.75,0.015000000000000001,-0.015000000000000001,0.0,19.36,0.05,-0.05,0.0,,,,,,,,,,,,,0
OGLE-2005-BLG-071L b,17h50m09.77s,-34d40m23.5s,1200.0,100.0,-100.0,0,3.8,0.3,-0.4,0,3.6,0.2,-0.2,0,0.46,0.04,-0.04,0.0,3200.0,400.0,-400.0,0.0,8600.0,,,0.0,2453480.7015,0.005,-0.0059,0.0,0.0287,0.0007,-0.0007,0.0,69.3,1.6,-1.7000000000000002,0.0,0.61,0.04,-0.04,0.0,1.305,0.003,-0.005,0.0,77.0,2.0,-2.0,0.0,4.776,0.003,-0.002,0.0,19.49,0.030000000000000002,-0.030000000000000002,0.0,21.4,0.19,-0.19,0.0,0.84,0.060000000000000005,-0.04,0.0,,,,,0
OGLE-2012-BLG-0406L b,17h53m18.17s,-30d28m16.2s,830.0,380.0,-380.0,0,2.6,1.2,-1.2,0,3.2,1.2,-1.2,0,0.48000000000000004,0.2,-0.2,0.0,3600.0,1300.0,-1300.0,0.0,,,,,2456141.583,0.093,-0.093,0.0,-0.5169,0.006500000000000001,-0.006500000000000001,0.0,61.94,0.81,-0.81,0.0,9.3,1.3,-1.3,0.0,1.3289,0.0085,-0.0085,0.0,54.0,6.4,-6.4,0.0,0.8270000000000001,0.01,-0.01,0.0,,,,,,,,,0.68,0.09,-0.09,0.0,3.9,0.6,-0.6,0.0,0
OGLE-2015-BLG-0954L b,18h00m44.24s,-28d39m39.2s,1200.0,440.0,-440.0,0,3.9,1.4,-1.4,0,1.2,0.6,-0.6,0,0.33,0.12000000000000001,-0.12000000000000001,0.0,600.0,400.0,-200.0,0.0,,,,,2457165.223,0.009000000000000001,-0.009000000000000001,0.0,-0.0568,0.0017000000000000001,-0.0017000000000000001,0.0,37.53,0.87,-0.87,0.0,0.296,0.011000000000000001,-0.011000000000000001,0.0,0.7982,0.0033,-0.0033,0.0,109.8,2.8,-2.8,0.0,4.5462,0.0044,-0.0044,0.0,20.91,0.030000000000000002,-0.030000000000000002,0.0,18.47,0.02,-0.02,0.0,1.8900000000000001,0.17,-0.17,0.0,18.4,1.7000000000000002,-1.7000000000000002,0.0,0
TCP J05074264+2447555 b,05h07m42.64s,+24d47m55.5s,9.2,6.6,-6.6,0,0.029,0.021,-0.021,0,0.5,,,0,0.25,0.18,-0.18,0.0,380.0,,,0.0,750.0,50.0,-50.0,0.0,2458058.75,0.01,-0.01,0.0,-0.093,0.001,-0.001,0.0,26.4,0.9,-0.9,0.0,6.0,0.8,-0.8,0.0,0.975,0.004,-0.004,0.0,1.1,0.1,-0.1,0.0,1.516,0.007,-0.007,0.0,,,,,,,,,1.45,0.25,-0.25,0.0,,,,,0
KMT-2016-BLG-1107L b,17h45m40.26s,-26d01m54.48s,1043.0,1102.0,-583.0,0,3.283,3.468,-1.835,0,0.342,0.07,-0.085,0,0.08700000000000001,0.092,-0.049,0.0,6651.0,948.0,-1348.0,0.0,,,,,2457508.681,0.068,-0.068,0.0,0.927,0.061,-0.061,0.0,20.403,0.875,-0.875,0.0,59.55,6.83,-6.83,0.0,0.34500000000000003,0.013000000000000001,-0.013000000000000001,0.0,361.4,54.4,-54.4,0.0,3.132,0.025,-0.025,0.0,,,,,,,,,0.148,0.021,-0.021,0.0,2.65,0.38,-0.38,0.0,1
OGLE-2018-BLG-0596L b,17h56m13.33s,-29d11m56.7s,14.69,1.72,-1.72,0,0.046220000000000004,0.00541,-0.00541,0,0.92,0.14,-0.14,0,0.229,0.031,-0.031,0.0,5650.0,800.0,-800.0,0.0,8380.0,1470.0,-1470.0,0.0,2458277.14,0.015000000000000001,-0.015000000000000001,0.0,-0.28200000000000003,0.006,-0.006,0.0,29.17,0.116,-0.116,0.0,13.62,0.5,-0.5,0.0,0.499,0.018000000000000002,-0.018000000000000002,0.0,1.879,0.133,-0.133,0.0,-6.025,0.014,-0.014,0.0,17.19,0.01,-0.01,0.0,,,,,0.324,0.033,-0.033,0.0,4.07,0.41000000000000003,-0.41000000000000003,0.0,0
