star_name,hip_name,hd_name,gj_name,tm_name,st_exocatflag,st_coronagflag,st_starshadeflag,st_wfirstflag,st_lbtiflag,st_rvflag,st_ppnum,rastr,decstr,st_dist,st_disterr1,st_disterr2,st_vmag,st_vmagerr,st_vmagsrc,st_bmv,st_bmverr,st_bmvsrc,st_spttype,st_lbol,st_lbolerr,st_lbolsrc
HIP 33848,HIP 33848,HD 52456,,2MASS J07013556+0655366,1,0,0,0,0,0,0,07h01m35.58s,+06d55m36.4s,28.32,0.58,-0.56,8.140,0.020,VT,0.880,0.020,BVT-Red,K2V,0.450,0.080,V-K
HIP 33852,HIP 33852,HD 51866,GJ 257.1,2MASS J07013853+4822439,1,0,0,0,0,0,0,07h01m38.11s,+48d22m47.0s,20.08,0.41,-0.39,7.980,0.020,VT,0.990,0.000,G,K3V,0.300,0.070,V-K
HIP 33955,HIP 33955,HD 52919,GJ 1094,2MASS J07024293-0647571,1,0,0,0,0,0,0,07h02m43.04s,-06d47m54.5s,18.44,0.38,-0.36,8.380,0.010,G,1.080,0.010,G,K4V,0.200,0.050,V-K
HIP 34017,HIP 34017,HD 52711,GJ 262,2MASS J07033043+2920150,1,0,0,0,0,0,0,07h03m30.35s,+29d20m20.7s,19.13,0.19,-0.19,5.940,0.020,VT,0.600,0.010,G,G4V,1.370,0.060,V-K
HIP 34052,HIP 34052,HD 53680,GJ 264,2MASS J07035022-4333410,1,0,0,0,0,0,0,07h03m50.30s,-43d33m44.3s,17.42,0.36,-0.34,8.690,0.010,Koen,1.200,0.010,Koen,K5V,0.170,0.060,V-K
HIP 34065,HIP 34065,HD 53705,GJ 264.1 A,2MASS J07035734-4336289,1,0,1,0,0,0,0,07h03m57.40s,-43d36m32.3s,16.52,0.34,-0.32,5.560,0.010,G,0.620,0.010,G,G3V,1.450,0.070,V-K
HIP 34069,HIP 34069,HD 53706,GJ 264.1 B,2MASS J07035890-4336411,1,0,0,0,0,0,0,07h03m59.00s,-43d36m44.2s,20.84,5.54,-3.62,6.850,0.010,Koen,0.780,0.010,Koen,K0V,0.930,0.510,V-K
HIP 34104,HIP 34104,,GJ 263,2MASS J07041771-1030307,1,0,0,0,0,0,0,07h04m17.78s,-10d30m24.6s,16.02,0.84,-0.76,11.300,0.010,Koen,1.520,0.010,Koen,M5,0.050,0.150,V-K
HIP 34115,HIP 34115,,GJ 258,2MASS J07042594+6817196,1,0,0,0,0,0,0,07h04m25.40s,+68d17m19.2s,14.93,0.62,-0.57,11.950,0.010,G,1.530,0.020,G,M5,0.020,0.140,V-K
HIP 34222,HIP 34222,,GJ 265 A,2MASS J07054224+2728151,1,0,0,0,0,0,0,07h05m42.28s,+27d28m15.8s,23.87,1.26,-1.14,10.140,0.000,G,1.340,0.010,G,M0V,0.100,0.120,V-K
HIP 34341,HIP 34341,,GJ 266,2MASS J07070931+0326508,1,0,0,0,0,0,0,07h07m09.30s,+03d26m53.1s,26.25,1.09,-1.01,9.840,0.000,G,1.270,0.010,G,M0V,0.140,0.100,V-K
HIP 34361,HIP 34361,,GJ 2055,2MASS J07072291-2127271,1,0,0,0,0,0,0,07h07m22.80s,-21d27m25.5s,17.30,0.72,-0.67,11.080,0.010,Koen,1.440,0.010,Koen,M2V:,0.040,0.140,V-K
HIP 34392,HIP 34392,,GJ 3425,2MASS J07075044+6712046,1,0,0,0,0,0,0,07h07m50.87s,+67d12m05.1s,17.61,0.73,-0.68,11.170,0.010,G,1.500,0.020,G,M2,0.040,0.130,V-K
HIP 34414,HIP 34414,HD 53927,GJ 3428,2MASS J07080426+2950047,1,0,0,0,0,0,0,07h08m04.34s,+29d50m06.8s,22.26,0.45,-0.44,8.340,0.020,VT,0.910,0.010,G,G5,0.260,0.080,V-K
HIP 34423,HIP 34423,HD 54359,GJ 267,2MASS J07080932-0958071,1,0,0,0,0,0,0,07h08m09.43s,-09d58m07.6s,28.43,1.18,-1.09,8.850,0.010,G,0.950,0.010,G,K2V,0.270,0.090,V-K
HIP 34567,HIP 34567,HD 54371,,2MASS J07093540+2543433,1,0,0,0,0,0,0,07h09m35.47s,+25d43m44.7s,25.17,0.25,-0.25,7.060,0.010,Koen,0.730,0.010,Koen,G8V,0.880,0.050,V-K
HIP 34603,HIP 34603,,GJ 268,2MASS J07100180+3831457,1,0,0,0,0,0,0,07h10m02.16s,+38d31m54.4s,6.12,0.06,-0.06,11.670,0.400,VT,1.090,0.400,BVT-G-Red,M4.5V,0.010,0.580,V-K
HIP 34673,HIP 34673,,GJ 3433,2MASS J07104963-1425595,1,0,0,0,0,0,0,07h10m49.86s,-14d26m01.6s,24.64,0.76,-0.72,9.960,0.000,G,1.310,0.010,G,,0.120,0.080,V-K
HIP 34712,HIP 34712,,,2MASS J07111973-6707219,1,0,0,0,0,0,0,07h11m19.58s,-67d07m16.1s,26.26,1.09,-1.01,11.160,0.010,G,1.440,0.020,G,M:,0.060,0.100,V-K
HIP 34739,HIP 34739,HD 55720,,2MASS J07113166-4925271,1,0,0,0,0,0,0,07h11m31.67s,-49d25m34.3s,27.65,0.28,-0.27,7.500,0.020,VT,0.710,0.000,G,G8V,0.730,0.050,V-K
GJ 2056,HIP 34785,,GJ 2056,2MASS J07120481-2453315,1,0,0,0,0,0,1,07h12m04.88s,-24d53m31.5s,26.69,1.40,-1.27,10.370,0.010,G,1.330,0.010,G,M0V:,0.110,0.120,V-K
HIP 34796,HIP 34796,,GJ 3432,2MASS J07121139+5216247,1,0,0,0,0,0,0,07h12m11.51s,+52d16m26.8s,26.87,2.02,-1.76,11.250,0.010,G,1.470,0.020,G,,0.070,0.190,V-K
HIP 34834,HIP 34834,HD 55892,GJ 268.1,2MASS J07123363-4645337,1,1,0,0,0,0,0,07h12m33.74s,-46d45m34.4s,21.43,,,4.490,0.010,G,0.320,0.010,G,F0IV,6.050,0.050,V-K
HIP 34890,HIP 34890,HD 56533,GJ 268.2,2MASS J07130711-6320418,1,0,0,0,0,0,0,07h13m07.44s,-63d20m46.9s,19.48,0.40,-0.38,9.080,0.010,Koen,1.270,0.010,Koen,K5V,0.150,0.060,V-K
HIP 34950,HIP 34950,HD 55458,,2MASS J07135315+2500410,1,0,0,0,0,0,0,07h13m53.37s,+25d00m41.7s,24.65,0.50,-0.48,8.400,0.010,G,0.830,0.020,G,K1V,0.290,0.060,V-K
HIP 35136,HIP 35136,HD 55575,GJ 1095,2MASS J07155011+4714241,1,0,0,1,0,0,0,07h15m50.11s,+47d14m25.5s,16.89,0.17,-0.17,5.540,0.020,VT,0.580,0.000,G,G0V,1.540,0.060,V-K
HIP 35191,HIP 35191,,GJ 268.3,2MASS J07161977+2708331,1,0,0,0,0,0,0,07h16m19.80s,+27d08m34.7s,12.04,0.37,-0.35,10.830,0.020,G,1.520,0.030,G,,0.030,0.130,V-K
HIP 35265,HIP 35265,HD 56124,,2MASS J07170953+3305314,1,0,0,0,0,0,0,07h17m09.57s,+33d05m32.9s,27.09,0.27,-0.27,6.920,0.020,VT,0.630,0.000,G,G0,1.120,0.060,V-K
HIP 35296 A,HIP 35296 A,HD 57095,GJ 269 A,2MASS J07172953-4658457 A,1,0,0,0,0,0,0,07h17m29.58s,-46d58m50.4s,14.59,0.15,-0.14,6.700,0.000,G,0.980,0.010,G,K3V,0.520,0.030,V-K
HIP 35353,HIP 35353,,GJ 3438,2MASS J07180819+3916295,1,0,0,0,0,0,0,07h18m08.34s,+39d16m30.3s,14.49,0.45,-0.42,10.300,0.010,G,1.510,0.020,G,M1,0.050,0.120,V-K
HIP 35495,HIP 35495,,GJ 270,2MASS J07193126+3249482,1,0,0,0,0,0,0,07h19m30.99s,+32d49m51.4s,19.39,0.81,-0.75,10.050,0.140,VT,1.420,0.010,G,M2:,0.090,0.270,V-K
HIP 35550,HIP 35550,HD 56986,GJ 271 A,2MASS J07200736+2158561 A,1,1,0,0,0,0,0,07h20m07.39s,+21d58m56.4s,18.54,0.19,-0.18,3.500,0.010,G,0.370,0.020,G,F0IV...,11.380,0.060,V-K
HIP 35628,HIP 35628,HD 56168,,2MASS J07210672+6739425,1,0,0,0,0,0,0,07h21m06.84s,+67d39m42.0s,25.03,0.77,-0.73,8.380,0.020,VT,0.900,0.020,BVT-Red,K0,0.300,0.080,V-K
HIP 35821,HIP 35821,,GJ 272,2MASS J07231489+4605145,1,0,0,0,0,0,0,07h23m15.00s,+46d05m16.8s,16.41,0.51,-0.48,10.560,0.010,G,1.440,0.010,G,M2,0.050,0.120,V-K
HIP 35872,HIP 35872,HD 57901,GJ 2057,2MASS J07234705+1257540,1,0,0,0,0,0,0,07h23m47.02s,+12d57m56.7s,23.97,0.49,-0.47,8.190,0.020,VT,0.960,0.010,G,G5,0.350,0.080,V-K
HIP 35937,HIP 35937,,,2MASS J07243109-8011073,1,0,0,0,0,0,0,07h24m30.49s,-80d11m07.9s,29.82,0.92,-0.87,10.120,0.010,G,1.270,0.020,G,M...,0.150,0.080,V-K
HIP 35943,HIP 35943,,GJ 2058,2MASS J07243425-1753321,1,0,0,0,0,0,0,07h24m34.28s,-17d53m31.6s,24.41,1.02,-0.94,10.340,0.000,G,1.370,0.010,G,M0V:,0.090,0.090,V-K
HIP 36121,HIP 36121,HD 58760,,2MASS J07262655-1546129,1,0,0,0,0,0,0,07h26m26.53s,-15d46m12.3s,24.83,1.03,-0.95,9.260,0.040,VT,1.160,0.020,G,K4V,0.180,0.130,V-K
HIP 36160,HIP 36160,HD 59100,,2MASS J07265765-3418559,1,0,0,0,0,0,0,07h26m57.85s,-34d18m56.7s,29.91,7.48,-4.99,8.170,0.000,G,0.630,0.010,G,G5V,0.440,0.480,V-K
GJ 273,HIP 36208,,GJ 273,2MASS J07272450+0513329,1,0,0,0,0,0,2,07h27m24.16s,+05d14m05.2s,3.76,,,9.870,0.010,Koen,1.570,0.010,Koen,M3.5V,0.010,0.090,V-K
HIP 36210,HIP 36210,HD 59468,GJ 275,2MASS J07272546-5124094,1,0,0,0,0,0,0,07h27m25.73s,-51d24m09.3s,22.68,0.23,-0.22,6.710,0.010,Koen,0.710,0.010,Koen,G5V,0.990,0.040,V-K
HIP 36215,HIP 36215,,GJ 3441,2MASS J07272865+2202383,1,0,0,0,0,0,0,07h27m28.78s,+22d02m39.2s,19.35,1.24,-1.10,11.200,0.010,Koen,1.510,0.010,Koen,M2,0.050,0.170,V-K
HIP 36249,HIP 36249,HD 58781,,2MASS J07275076+1902414,1,0,0,0,0,0,0,07h27m50.71s,+19d02m41.9s,28.27,0.58,-0.55,7.240,0.020,VT,0.720,0.020,BVT-Red,G5,0.950,0.070,V-K
HIP 36285,HIP 36285,HD 58595,,2MASS J07281058+4039238,1,0,0,0,0,0,0,07h28m10.52s,+40d39m24.0s,28.35,0.88,-0.83,7.390,0.020,VT,0.700,0.020,BVT-Red,G5,0.870,0.100,V-K
HIP 36338,HIP 36338,,GJ 1097,2MASS J07284541-0317524,1,0,0,0,0,0,0,07h28m45.18s,-03d17m46.4s,12.29,0.38,-0.36,11.460,0.010,Koen,1.570,0.010,Koen,,0.020,0.120,V-K
HIP 36349 A,HIP 36349 A,,GJ 2060,2MASS J07285137-3014490 A,1,0,0,0,0,0,0,07h28m51.46s,-30d14m47.4s,15.69,0.49,-0.46,9.920,0.010,Koen,1.460,0.010,Koen,M1V:e...,0.090,0.150,V-K
HIP 36357,HIP 36357,,GJ 273.1,2MASS J07290175+3159378,1,0,0,0,0,0,0,07h29m01.66s,+31d59m36.3s,17.66,0.36,-0.35,7.730,0.010,G,0.920,0.020,G,K2V,0.280,0.050,V-K
HIP 36366,HIP 36366,HD 58946,GJ 274 A,2MASS J07290671+3147043 A,1,1,0,0,0,0,0,07h29m06.61s,+31d47m02.7s,18.05,,,4.160,0.020,VT,0.320,0.010,G,F0V...,5.840,0.060,V-K
HIP 36399,HIP 36399,HD 59380,GJ 3443,2MASS J07292564-0733042,1,0,0,0,0,0,0,07h29m25.61s,-07d33m05.3s,27.24,2.05,-1.78,5.860,0.010,G,0.490,0.010,G,F6V,2.890,0.150,V-K
HIP 36439,HIP 36439,HD 58855,GJ 9234,2MASS J07295595+4940207,1,0,0,0,0,0,0,07h29m55.86s,+49d40m21.6s,20.24,0.20,-0.20,5.360,0.020,VT,0.450,0.020,BVT-Blue,F6V,2.510,0.110,B-V
HIP 36515,HIP 36515,HD 59967,GJ 3446,2MASS J07304251-3720217,1,0,0,0,0,0,0,07h30m42.58s,-37d20m22.2s,21.82,0.22,-0.22,6.640,0.010,Koen,0.640,0.010,Koen,G3V,0.940,0.040,V-K
HIP 36551,HIP 36551,HD 59582,GJ 276,2MASS J07310770+1436515,1,0,0,0,0,0,0,07h31m07.67s,+14d36m53.5s,20.81,0.42,-0.41,8.950,0.040,VT,1.110,0.000,G,K5,0.170,0.100,V-K
HIP 36626,HIP 36626,,GJ 277 A,2MASS J07315773+3613102,1,0,0,0,0,0,0,07h31m57.88s,+36d13m11.7s,11.87,0.49,-0.46,10.520,0.000,G,1.440,0.010,G,M3.5Ve,0.040,0.130,V-K
HIP 36627,HIP 36627,,GJ 277 B,2MASS J07315735+3613477,1,0,0,0,0,0,0,07h31m57.51s,+36d13m49.6s,11.98,0.63,-0.57,11.820,0.010,G,1.570,0.020,G,M4,0.020,0.150,V-K
HIP 36635,HIP 36635,,GJ 275.1,2MASS J07320204+6837157,1,0,0,0,0,0,0,07h32m02.30s,+68d37m16.6s,25.16,1.61,-1.42,10.840,0.070,G,1.490,0.100,G,M0,0.090,0.220,V-K
HIP 36640,HIP 36640,HD 59984,GJ 3449 A,2MASS J07320577-0852524,1,0,0,0,0,0,0,07h32m05.82s,-08d52m51.3s,27.92,0.57,-0.55,5.900,0.010,G,0.540,0.020,G,G5/8V+(F),3.020,0.050,V-K
HIP 36704,HIP 36704,HD 59747,,2MASS J07330059+3701475,1,0,0,0,0,0,0,07h33m00.62s,+37d01m47.4s,19.76,0.40,-0.39,7.700,0.030,VT,0.880,0.030,BVT-Red,G5,0.340,0.070,V-K
HD 60532,HIP 36795,HD 60532,GJ 279,2MASS J07340317-2217457,1,1,0,0,0,1,2,07h34m03.21s,-22d17m46.3s,25.30,0.26,-0.25,4.440,0.010,G,0.520,0.010,G,F6V,9.300,0.100,B-V
HIP 36827,HIP 36827,HD 60491,,2MASS J07342617-0653479,1,0,0,0,0,0,0,07h34m26.21s,-06d53m47.7s,24.55,0.50,-0.48,8.140,0.010,Koen,0.880,0.010,Koen,K1V,0.350,0.070,V-K
HIP 36832,HIP 36832,HD 61033,,2MASS J07342802-5258054,1,0,0,0,0,0,0,07h34m28.07s,-52d58m07.8s,28.93,0.29,-0.29,7.590,0.000,G,0.720,0.000,G,G5/6V,0.770,0.040,V-K
HIP 36834,HIP 36834,,GJ 277.1,2MASS J07342749+6256295,1,0,0,0,0,0,0,07h34m28.07s,+62d56m30.3s,11.47,0.35,-0.33,10.390,0.210,VT,0.940,0.020,G,M0,0.030,0.340,V-K
HIP 36850 A,HIP 36850 A,HD 60179,GJ 278 A,2MASS J07343598+3153184 A,1,1,1,0,0,0,0,07h34m36.00s,+31d53m19.1s,15.60,1.00,-0.88,1.580,0.000,G,0.030,0.000,G,A2Vm,53.930,0.170,B-V
HIP 36853,HIP 36853,,GJ 3453,2MASS J07343908+2220156,1,0,0,0,0,1,0,07h34m39.00s,+22d20m16.3s,26.75,2.65,-2.21,11.530,0.010,G,1.500,0.010,G,,0.060,0.240,V-K
HIP 36915,HIP 36915,,GJ 3452,2MASS J07352188+5450590,1,0,0,0,0,0,0,07h35m21.99s,+54d50m58.9s,12.80,0.40,-0.37,11.360,0.390,VT,1.590,0.080,G,M0,0.020,0.600,V-K
HIP 36927,HIP 36927,HD 61214,,2MASS J07352683-5226331,1,0,0,0,0,0,0,07h35m26.95s,-52d26m35.4s,25.27,0.52,-0.50,8.810,0.030,VT,1.050,0.000,G,K3V,0.250,0.080,V-K
HIP 36985,HIP 36985,,,2MASS J07360708-0306385,1,0,0,0,0,0,0,07h36m07.06s,-03d06m36.6s,14.17,0.29,-0.28,9.870,0.000,G,1.460,0.010,G,,0.070,0.110,V-K
HIP 37061,HIP 37061,HD 60272,,2MASS J07365817+5732585,1,0,0,0,0,0,0,07h36m58.11s,+57d33m00.4s,28.07,0.57,-0.55,7.960,0.020,VT,0.810,0.020,BVT-Red,G9V,0.510,0.070,V-K
HIP 37103,HIP 37103,,,2MASS J07372650+3852280,1,0,0,0,0,0,0,07h37m26.51s,+38d52m28.1s,29.74,44.61,-11.15,10.600,0.220,VT,0.860,0.220,BVT-Red,,0.050,2.240,V-K
HIP 37217,HIP 37217,,GJ 3459,2MASS J07384089-2113276,1,0,0,0,0,0,0,07h38m40.67s,-21d13m24.3s,10.60,0.44,-0.41,11.680,0.000,G,1.590,0.010,G,M2,0.010,0.120,V-K
HIP 37279,HIP 37279,HD 61421,GJ 280 A,2MASS J07391805+0513298 A,1,1,1,0,0,0,0,07h39m18.54s,+05d13m39.0s,3.51,,,0.400,0.010,G,0.430,0.020,G,F5IV-V,7.120,0.040,V-K
HIP 37288,HIP 37288,,GJ 281,2MASS J07392304+0211012,1,0,0,0,0,0,0,07h39m23.12s,+02d11m03.3s,14.58,0.30,-0.29,9.590,0.010,Koen,1.470,0.010,Koen,M0,0.080,0.070,V-K
HIP 37349,HIP 37349,HD 61606,GJ 282 A,2MASS J07395932-0335506,1,0,0,0,0,0,0,07h39m59.29s,-03d35m48.6s,14.21,0.14,-0.14,7.170,0.010,Koen,0.970,0.010,Koen,K0/2V,0.310,0.040,V-K
HIP 37494,HIP 37494,,GJ 3460,2MASS J07414514+4913197,1,0,0,0,0,0,0,07h41m45.19s,+49d13m19.9s,26.96,1.12,-1.04,9.730,0.010,G,1.190,0.020,G,K4,0.150,0.100,V-K
HIP 37606,HIP 37606,HD 62644,GJ 284,2MASS J07425710-4510227,1,0,0,0,0,0,0,07h42m57.16s,-45d10m18.4s,24.67,0.25,-0.24,5.040,0.020,VT-G,0.760,0.020,BVT-G-Red,G6IV,5.700,0.070,V-K
HIP 37727,HIP 37727,HD 63008 B,,2MASS J07441648-5027597,1,0,0,0,0,0,0,07h44m16.58s,-50d28m01.1s,29.95,0.61,-0.59,7.510,0.020,VT,0.700,0.020,G,G0,0.810,0.060,V-K
HIP 37766,HIP 37766,,GJ 285,2MASS J07444018+0333089,1,0,0,0,0,0,0,07h44m40.38s,+03d33m12.8s,5.98,0.06,-0.06,11.230,0.010,Koen,1.610,0.010,Koen,M4.0V,0.010,0.090,V-K
HIP 37798,HIP 37798,,GJ 287,2MASS J07450118+0208146,1,0,0,0,0,0,0,07h45m01.14s,+02d08m16.4s,27.66,1.77,-1.57,10.190,0.000,G,1.350,0.010,G,M0,0.130,0.130,V-K
HD 62509,HIP 37826,HD 62509,GJ 286,2MASS J07451891+2801340,1,1,1,0,0,1,1,07h45m19.36s,+28d01m34.7s,10.36,,,1.160,0.000,G,0.990,0.010,G,K0IIIvar,40.950,0.050,V-K
HIP 37853,HIP 37853,HD 63077,GJ 288 A,2MASS J07453500-3410226,1,0,1,1,0,0,0,07h45m35.18s,-34d10m35.6s,15.21,0.15,-0.15,5.360,0.010,G,0.590,0.010,G,G0V,1.510,0.060,V-K
HIP 37923,HIP 37923,HD 63608,,2MASS J07461694-5948341,1,0,0,0,0,0,0,07h46m17.02s,-59d48m35.5s,29.85,3.69,-2.96,8.230,0.020,VT,0.830,0.020,BVT-Red,K0IV/V,0.440,0.270,V-K
HIP 37978,HIP 37978,,GJ 1100,2MASS J07470306-1356183,1,0,0,0,0,0,0,07h47m03.02s,-13d56m14.8s,28.93,2.52,-2.14,11.500,0.020,G,1.380,0.030,G,M1,0.060,0.210,V-K
HIP 38018,HIP 38018,HD 61994,GJ 285.1,2MASS J07473063+7012241,1,0,0,0,0,0,0,07h47m30.74s,+70d12m25.3s,26.70,1.41,-1.27,7.080,0.020,VT,0.700,0.020,BVT-Red,G0,1.000,0.130,V-K
HIP 38048 A,HIP 38048 A,HD 63336,,2MASS J07475672-1211337 A,1,0,0,0,0,0,0,07h47m56.78s,-12d11m34.4s,28.60,0.29,-0.28,5.480,0.000,G,0.480,0.000,G,F5+...,4.500,0.110,B-V
HIP 38082,HIP 38082,,GJ 289,2MASS J07481617+2022073,1,0,0,0,0,0,0,07h48m15.48s,+20d22m13.9s,14.77,0.62,-0.57,11.420,0.010,Koen,1.540,0.010,Koen,M2,0.020,0.130,V-K
HIP 38117,HIP 38117,HD 233453,,2MASS J07483955+5338548,1,0,0,0,0,0,0,07h48m39.69s,+53d38m59.5s,26.67,1.40,-1.27,8.860,0.010,G,1.070,0.010,G,K4V,0.270,0.150,B-V
HD 63433,HIP 38228,HD 63433,,2MASS J07495506+2721473,1,0,0,0,0,0,2,07h49m55.07s,+27d21m47.6s,22.00,0.22,-0.22,6.900,0.000,G,0.680,0.000,G,G5IV,0.780,0.030,V-K
HIP 38325,HIP 38325,HD 63332,,2MASS J07510571+5407452,1,0,0,0,0,0,0,07h51m05.75s,+54d07m44.8s,29.60,0.30,-0.29,6.020,0.020,VT,0.470,0.020,BVT-Red,F6V,2.930,0.050,V-K
HIP 38382 A,HIP 38382 A,HD 64096,GJ 291 A,2MASS J07514629-1353526 A,1,0,1,0,0,0,0,07h51m46.34s,-13d53m49.9s,16.50,0.17,-0.16,5.160,0.000,G,0.600,0.010,G,G2V,2.110,0.060,V-K
HIP 38423 A,HIP 38423 A,HD 64379,GJ 292 A,2MASS J07521555-3442199 A,1,0,0,0,0,0,0,07h52m15.80s,-34d42m21.7s,17.94,0.18,-0.18,5.070,0.020,VT-G,0.430,0.020,BVT-G-Blue,F3/5V,2.630,0.060,V-K
HIP 38541,HIP 38541,HD 64090,GJ 292 A,2MASS J07533301+3036216,1,0,0,0,0,0,0,07h53m32.64s,+30d36m34.3s,29.15,0.90,-0.85,8.280,0.020,VT,0.620,0.010,G,sdG2,0.390,0.090,V-K
HIP 38594,HIP 38594,,,2MASS J07541090-2518116,1,0,0,0,0,0,2,07h54m11.08s,-25d18m13.2s,19.41,0.60,-0.57,9.720,0.010,Koen,1.390,0.010,Koen,M,0.110,0.080,V-K
HIP 38625 A,HIP 38625 A,HD 64606,GJ 292.2,2MASS J07543420-0124442 A,1,0,0,0,0,0,0,07h54m34.33s,-01d24m43.6s,20.09,0.84,-0.77,7.430,0.010,Koen,0.730,0.010,Koen,K0V,0.440,0.100,V-K
HIP 38657,HIP 38657,HD 64468,GJ 292.1,2MASS J07545406+1914114,1,0,0,0,0,1,0,07h54m54.01s,+19d14m14.8s,20.69,0.42,-0.41,7.760,0.020,VT,0.950,0.000,G,K2,0.380,0.070,V-K
HIP 38784,HIP 38784,HD 62613,GJ 290,2MASS J07561720+8015558,1,0,0,0,0,0,0,07h56m18.87s,+80d15m55.2s,17.19,0.17,-0.17,6.550,0.000,G,0.720,0.010,G,G8V,0.660,0.030,V-K
HIP 38908,HIP 38908,HD 65907,GJ 294 A,2MASS J07574692-6018111,1,0,1,0,0,0,0,07h57m46.30s,-60d18m12.1s,16.20,,,5.580,0.020,VT,0.570,0.010,G,G0V,1.360,0.060,V-K
HIP 38910,HIP 38910,,GJ 1106,2MASS J07574847-3357082,1,0,0,0,0,0,0,07h57m48.40s,-33d57m10.5s,18.50,0.57,-0.54,8.820,0.010,Koen,1.160,0.010,Koen,K5V,0.160,0.090,V-K
HIP 38931,HIP 38931,HD 65277,GJ 293.1 A,2MASS J07575779-0048518 A,1,0,0,0,0,0,0,07h57m57.88s,-00d48m51.9s,17.81,0.36,-0.35,8.050,0.010,Koen,1.040,0.010,Koen,K4V,0.240,0.070,V-K
HIP 38939,HIP 38939,HD 65486,GJ 293.2,2MASS J07580434-2537356,1,0,0,0,0,0,0,07h58m04.14s,-25d37m33.7s,18.51,0.38,-0.36,8.420,0.000,G,1.040,0.000,G,K3V,0.190,0.050,V-K
HIP 38956,HIP 38956,,GJ 1105,2MASS J07581269+4118134,1,0,0,0,0,0,0,07h58m12.53s,+41d18m19.3s,8.62,0.27,-0.25,12.020,0.010,G,1.620,0.020,G,M4V,0.010,0.120,V-K
HIP 38980,HIP 38980,HD 65721,GJ 9247,2MASS J07583693-3456414,1,0,0,0,0,0,0,07h58m37.16s,-34d56m43.0s,30.00,0.93,-0.87,7.950,0.000,G,0.740,0.000,G,G6V,0.590,0.080,V-K
HIP 39064,HIP 39064,HD 65430,GJ 3471,2MASS J07593391+2050390,1,0,0,0,0,0,0,07h59m33.82s,+20d50m42.8s,23.72,0.48,-0.47,7.670,0.020,VT,0.830,0.010,G,K0V,0.500,0.060,V-K
HIP 39157,HIP 39157,HD 65583,GJ 295,2MASS J08003215+2912465,1,0,0,0,0,0,0,08h00m32.24s,+29d12m54.7s,16.77,0.17,-0.17,6.980,0.020,VT,0.720,0.010,G,G8V,0.450,0.050,V-K
HIP 39342,HIP 39342,HD 67199,GJ 3476,2MASS J08023117-6601153,1,0,0,0,0,0,0,08h02m31.41s,-66d01m14.2s,17.31,0.17,-0.17,7.180,0.000,G,0.870,0.000,G,K1V,0.420,0.020,V-K
HIP 39494,HIP 39494,,GJ 3475,2MASS J08042272+4357421,1,0,0,0,0,0,0,08h04m22.62s,+43d57m42.2s,25.71,1.07,-0.99,9.830,0.010,G,1.270,0.020,G,M0,0.140,0.100,V-K
HIP 39506,HIP 39506,HD 66573,,2MASS J08042984+0916045,1,0,0,0,0,0,0,08h04m29.69s,+09d16m04.4s,29.40,0.60,-0.58,7.260,0.010,G,0.630,0.020,G,G0,0.990,0.060,V-K
HIP 39612,HIP 39612,,GJ 1107,2MASS J08054209+3404396,1,0,0,0,0,0,0,08h05m42.03s,+34d04m41.2s,29.27,1.87,-1.66,10.160,0.000,G,1.310,0.010,G,M0V:p,0.140,0.130,V-K
HIP 39710,HIP 39710,HD 67458,GJ 296.1,2MASS J08070049-2924102,1,0,0,0,0,0,0,08h07m00.29s,-29d24m07.5s,25.01,0.51,-0.49,6.800,0.000,G,0.600,0.000,G,G2V,1.060,0.040,V-K
HIP 39757,HIP 39757,HD 67523,,2MASS J08073264-2418154,1,1,0,0,0,0,0,08h07m32.70s,-24d18m16.0s,19.48,,,2.790,0.020,VT,0.460,0.020,BVT-Blue,F2MF5IIP,24.250,0.060,V-K
HIP 39780,HIP 39780,HD 67228,,2MASS J08074584+2134543,1,0,0,0,0,1,0,08h07m45.84s,+21d34m55.1s,23.29,0.24,-0.23,5.300,0.000,G,0.640,0.010,G,G2IV,3.670,0.050,V-K
HIP 39826 A,HIP 39826 A,,GJ 3481 A,2MASS J08081317+2106182,1,0,0,0,0,0,0,08h08m13.37s,+21d06m21.4s,16.64,0.51,-0.48,9.470,0.080,VT,1.340,0.040,G,M:,0.090,0.170,V-K
HIP 39896 A,HIP 39896 A,,GJ 1108 A,2MASS J08085639+3249118,1,0,0,0,0,0,0,08h08m56.42s,+32d49m13.1s,21.27,2.36,-1.93,9.900,0.010,G,1.400,0.020,G,M0.5V:e,0.110,0.240,V-K
HIP 39903,HIP 39903,HD 68456,GJ 297.1,2MASS J08090068-6118088,1,1,0,0,0,0,0,08h09m00.86s,-61d18m06.1s,19.98,1.05,-0.95,4.740,0.020,VT,0.440,0.010,G,F5V,4.290,0.170,B-V
HIP 39950,HIP 39950,,GJ 3484,2MASS J08093099+2154173,1,0,0,0,0,0,0,08h09m31.15s,+21d54m17.8s,22.29,1.68,-1.46,11.780,0.010,Koen,1.540,0.010,Koen,,0.040,0.200,V-K
HIP 39987,HIP 39987,,GJ 298,2MASS J08095807-5258054,1,0,0,0,0,0,0,08h09m58.55s,-52d58m11.3s,16.48,0.69,-0.63,11.750,0.010,Koen,1.510,0.010,Koen,M,0.030,0.140,V-K
